id,created_at,updated_at,registration_number,name,address,region,activity_type,capacity,lat,lng,registration_date,imported_at,notes,accepts_dogs,accepts_cats,phone,website,phone_source,search_confidence,scrape_status,last_checked
1512459d-4e93-4418-9a08-a94c76d82ba9,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 62C05668,Interpespenzion Brno,"Královo Pole, Kociánka 23, 61200 Brno 12",Jihomoravský kraj,"útulek pro zájmová zvířata, útulek pro hospodářská zvířata","ovce a kozy 5, kočka 15, koně 6, pes 50, prasata 1",49.2400405555556,16.60598,2023-12-12,2026-02-19 21:29:24.225237+00,,true,true,+420608137790,https://www.annonce.cz/utulky/detail/?roleId=150399,https://www.annonce.cz/utulky/detail/?roleId=150399,0.5,success,2026-02-26 21:04:04.326814+00
15695567-ecb3-44b0-a5a5-88d1df51a063,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 71C00012,Liga na ochranu zvířat České republiky místní organizace Olomouc,"Neředín č. p. 726, 77900 Olomouc",Olomoucký kraj,útulek pro zájmová zvířata,"kočka 10, fretka 1, pes 80",49.5919275,17.2116491666667,2017-11-22,2026-02-19 21:29:24.225237+00,,true,true,,,,,website_not_found,
16dcccee-1dbf-42a4-ab8e-72ae395357b2,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 52C04329,Obec Skřivany,"Dr. Vojtěcha 199, 50352 Skřivany",Královéhradecký kraj,útulek pro zájmová zvířata,pes 1,50.2674841666667,15.4986313888889,2017-12-21,2026-02-19 21:29:24.225237+00,,true,false,+420724183720,http://www.skrivany.cz/,http://www.skrivany.cz/,0.8,success,2026-02-26 21:04:04.326814+00
182eed85-aaf9-4b50-951c-cf991a260f5f,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 72C02644,Město Luhačovice,"Luhačovice, Uherskobrodská, v blízkosti ČOV",Zlínský kraj,útulek pro zájmová zvířata,pes 3,49.0853738888889,17.73171,2018-01-09,2026-02-19 21:29:24.225237+00,,true,false,+420577197411,https://www.mesto.luhacovice.eu/,https://www.mesto.luhacovice.eu/,0.5,success,2026-02-26 21:04:04.326814+00
1cb2ef9f-03fb-4477-8b00-48fe2f307549,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 81C01676,Útulek pro opuštěné psy a drobná zvířata,"Stará 1473/20, Prostřední Suchá, 73564 Havířov",Moravskoslezský kraj,útulek pro zájmová zvířata,"ptáci 1, plazi 1, kočka 18, pes 80, fretka 1, králíci a hlodavci 1",49.8010391666667,18.459685,2017-11-28,2026-02-19 21:29:24.225237+00,,true,true,,https://www.utulekhavirov.cz/,,1,phone_not_found,2026-02-26 21:04:04.326814+00
1dee53ec-b53f-450c-bd82-64a3fd01ac00,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 41C01267,Město Sokolov,"Týn č. p. 4, 35601 Lomnice",Karlovarský kraj,útulek pro zájmová zvířata,pes 15,50.2155872222222,12.5971002777778,2018-05-14,2026-02-19 21:29:24.225237+00,,true,false,+420606457744,https://www.laskoukekockamsokolov.cz/,https://www.laskoukekockamsokolov.cz/,0.5,success,2026-02-26 21:04:04.326814+00
1ee8fee2-c2c9-4e40-a2c5-f338a440bd6a,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 42C04711,Klubíčko Chomutov z.s.,"17. listopadu 5461, 43004 Chomutov",Ústecký kraj,útulek pro zájmová zvířata,kočka 50,50.4777766666667,13.4135883333333,2019-07-03,2026-02-19 21:29:24.225237+00,,false,true,+420606894108,https://www.klubickochomutov.cz/,https://www.klubickochomutov.cz/,0.8,success,2026-02-26 21:04:04.326814+00
1f0bd8bc-bc59-4d87-b3f3-505e9a1c7b24,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 31C03101,Záchytné kotce,"Lišný dvůr 143/IV, 37701 Jindřichův Hradec",Jihočeský kraj,útulek pro zájmová zvířata,pes 7,49.1315308333333,14.9893966666667,2018-02-02,2026-02-19 21:29:24.225237+00,,true,false,,https://hledaczvirat.cz/uzivatel/zachytne-kotce-jh,,0.8,phone_not_found,2026-02-26 21:04:04.326814+00
1f779250-9447-433c-88d6-17c419c27a17,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 62C04870,Cat Planet z.s.,"Drůbežní trh 159/7, 66491 Ivančice",Jihomoravský kraj,útulek pro zájmová zvířata,kočka 40,49.1009588888889,16.3788975,2018-01-12,2026-02-19 21:29:24.225237+00,,false,true,,,,,website_not_found,
201ffb3f-d4fd-4fff-990b-47bb9abed40e,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 21C09601,"Fretky Boleslav, z.s.","Trnová č. p. 15, 29425 Katusice",Středočeský kraj,útulek pro zájmová zvířata,"pes 1, fretka 100, kočka 10",50.4489722222222,14.7188480555556,2020-11-12,2026-02-19 21:29:24.225237+00,,true,true,+420538700431,https://katalogy.abf.cz/exhibitor_66234&cat=416,https://katalogy.abf.cz/exhibitor_66234&cat=416,1,success,2026-02-26 21:04:04.326814+00
204d5343-f5c5-4e6d-8825-49218dc18e68,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 31C04258,Útulek pro kočky Města Milevska,"Areál ČOV, Sažinská, parc.č. 2619, k.ú. Milevsko 39901",Jihočeský kraj,útulek pro zájmová zvířata,kočka 15,49.4393052777778,14.3913088888889,2021-10-08,2026-02-19 21:29:24.225237+00,,false,true,,https://www.milevsko-mesto.cz/utulek-pro-kocky-mesta-milevska,,0.7,phone_not_found,2026-02-26 21:04:04.326814+00
206eb134-43dc-44d9-be2f-b37224856911,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 62C04780,1.plyšový útulek z.s.,"Kovalovice č. p. 169, 68301 Kovalovice",Jihomoravský kraj,útulek pro zájmová zvířata,"pes 30, plazi 2, králíci a hlodavci 10, kočka 10, fretka 2, ptáci 10",49.1845363888889,16.8268755555556,2018-02-13,2026-02-19 21:29:24.225237+00,,true,true,+420602733981,,https://www.firmy.cz/detail/13337284-1-plysovy-utulek-z-s-kovalovice.html,,phone_from_catalog,2026-02-26 19:57:55.612717+00
209e3952-1391-4e49-ad50-489869b36d87,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 71C01013,Město Šumperk - Městská policie Šumperk,"Jesenická 621/31, 78701 Šumperk",Olomoucký kraj,útulek pro zájmová zvířata,pes 2,49.9632416666667,16.9834594444444,2017-12-20,2026-02-19 21:29:24.225237+00,,true,false,,,,,website_not_found,
20b4ce6f-f71e-4149-8236-4fe412c54ce2,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 62C05736,Zvířetník z.s.,"Brněnská 194, 66441 Omice",Jihomoravský kraj,útulek pro zájmová zvířata,"kočka 5, pes 10",49.1695816666667,16.4534925,2020-08-04,2026-02-19 21:29:24.225237+00,,true,true,,https://www.beskisha.cz/utulek-zviretnik-z-s/,,1,phone_not_found,2026-02-26 21:04:04.326814+00
20fe582e-3395-47a3-af3f-3fac58d91999,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 52C02787,Městská policie Hronov,"Dvorská 49, 54931 Hronov",Královéhradecký kraj,útulek pro zájmová zvířata,pes 2,50.4797983333333,16.1801466666667,2017-11-27,2026-02-19 21:29:24.225237+00,,true,false,+420491401151,https://www.mestohronov.cz/mestska-policie/clanek/mestska-policie-hronov,https://www.mestohronov.cz/mestska-policie/clanek/mestska-policie-hronov,0.8,success,2026-02-26 21:04:04.326814+00
21884dac-752c-4aaa-8a18-c649d3f3eb2c,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 52C04284,Městský útulek Jaroměř,"5. května 148, Josefov, 55102 Jaroměř",Královéhradecký kraj,útulek pro zájmová zvířata,pes 4,50.3422863888889,15.9221144444444,2017-12-13,2026-02-19 21:29:24.225237+00,,true,false,,,,,website_not_found,
2464c744-d905-4ba4-82b4-ca8b7ca4386b,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 61C02934,"Azyl pro opuštěné kočky U Růženky, z.s.","Šašovská 64, 67526 Želetava",Kraj Vysočina,útulek pro zájmová zvířata,"pes 3, kočka 30",49.1385583333333,15.6723111111111,2018-01-09,2026-02-19 21:29:24.225237+00,,true,true,+420736541881,https://azyl-pro-opustene-kocky-u-ruzenky.webnode.cz/kontakt/,https://azyl-pro-opustene-kocky-u-ruzenky.webnode.cz/kontakt/,0.5,success,2026-02-26 21:04:04.326814+00
2569cb05-9587-41e5-a825-1585aaaea9ea,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 71C02429,Útulek Kaira,"Štěpánov č. p. 659, 78313 Štěpánov",Olomoucký kraj,útulek pro zájmová zvířata,pes 5,49.6720238888889,17.2366422222222,2018-01-18,2026-02-19 21:29:24.225237+00,,true,false,+420585386482,https://www.stepanov.cz/mestsky-utulek-kaira?do=mainSection-elasticSearchForm-2768671-form-submit,https://www.stepanov.cz/kontakty,1,success,2026-02-26 21:04:04.326814+00
26113f0f-df9a-4828-a4e0-20ae44b01195,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 11711753,Útulek pro opuštěná zvířata Městské policie hl. m. Prahy,"V Zámcích 321/24, Bohnice, 18100 Praha 8",Hlavní město Praha,útulek pro zájmová zvířata,"ovce a kozy 7, ptáci 20, pes 180, skot 2, plazi 10, koně 2, králíci a hlodavci 6, jiné 20, prasata 2",50.1366108333333,14.3949825,2018-01-04,2026-02-19 21:29:24.225237+00,,true,false,+420286851326,https://www.satalice.cz/aktualita/6520-seznam-utulku-pro-toulava-opustena-zvirata-ke-dni-21-1-2026,https://www.satalice.cz/aktualita/6520-seznam-utulku-pro-toulava-opustena-zvirata-ke-dni-21-1-2026,0.8,success,2026-02-26 21:04:04.326814+00
26515af1-67e8-4e2c-b773-80442abb552e,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 81C00383,Psí útulek Karviná,"Darkov parc. č. 1325/18, 73503 Karviná",Moravskoslezský kraj,útulek pro zájmová zvířata,pes 41,49.8371986111111,18.53854,2017-11-28,2026-02-19 21:29:24.225237+00,,true,false,+420727869211,https://beez.cz/psi-utulky/psi-utulek-karvina_i123/,https://beez.cz/psi-utulky/psi-utulek-karvina_i123/,1,success,2026-02-26 21:04:04.326814+00
270136ab-df60-4ce1-8772-bfa3aa95fe5a,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 51C00155,Azyl Pes,"Krásný Les č. p. 3, 46401 Krásný Les",Liberecký kraj,útulek pro zájmová zvířata,"ptáci 5, pes 75, kočka 35, králíci a hlodavci 30",50.9320805555556,15.1112638888889,2017-11-29,2026-02-19 21:29:24.225237+00,,true,true,,http://azylpes.cz/,,0.8,phone_not_found,2026-02-26 21:04:04.326814+00
27fb0006-0792-45d6-8087-d560ce0a432b,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 51C02551,Srdcem pro psy,"Žižkova 2282, 51101 Turnov",Liberecký kraj,útulek pro zájmová zvířata,"pes 20, ptáci 15, kočka 20, pes 12, králíci a hlodavci 30, fretka 5, fretka 2, králíci a hlodavci 15, ptáci 5, kočka 30, plazi 1",50.5957011111111,15.1630408333333,2017-12-05,2026-02-19 21:29:24.225237+00,,true,true,,https://pesvnouzi.cz/utulek/srdcem-pro-psy/,,0.8,phone_not_found,2026-02-26 21:04:04.326814+00
284012cb-2314-42ca-bbdb-e89c7759efed,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 31C04089,Pro psí duši z.s.,"Smolín č. ev. 429, 39102 Planá nad Lužnicí",Jihočeský kraj,útulek pro zájmová zvířata,"pes 10, kočka 30",49.3753788888889,14.7160213888889,2020-12-03,2026-02-19 21:29:24.225237+00,,true,true,+420774429657,https://www.findglocal.com/CZ/Plana-nad-Luznici/1854419484806996/Pro-ps%C3%AD-du%C5%A1i-z.s.,https://www.findglocal.com/CZ/Plana-nad-Luznici/1854419484806996/Pro-ps%C3%AD-du%C5%A1i-z.s.,0.5,success,2026-02-26 21:04:04.326814+00
